-0.68760884,5.5826955,1.4739711,-3.4398026
-1.4265566,6.262438,1.6570337,-3.93289
-0.6381994,6.1811047,1.5875704,-3.841951
-0.8114346,6.9923897,1.7579033,-4.39812
-1.08705,6.9740644,1.7730494,-4.3983126
-0.7969129,5.2750516,1.4212706,-3.2368855
-1.1495113,6.1207733,1.6105213,-3.8245115
-0.68673855,6.1672993,1.5881703,-3.8348365
-0.8175309,6.475281,1.6572509,-4.048938
-1.0373958,6.6367464,1.703748,-4.1680884
-0.7633458,6.053166,1.5710688,-3.761201
-0.7698921,6.4997196,1.6587906,-4.0632796
-0.8984031,6.4491305,1.6576352,-4.034956
-0.7366369,5.3702745,1.4357858,-3.2984865
-0.84742266,6.6771955,1.6987455,-4.186755
-0.6852702,6.0563555,1.5663869,-3.7597938
-0.8110896,5.855843,1.535747,-3.6300297
-0.9923949,6.9391603,1.7597959,-4.3704057
-0.698135,5.894412,1.53561,-3.65094
-0.91979045,6.38268,1.6461008,-3.9910245
-0.6652012,5.4117665,1.4390414,-3.3232667
-0.68314934,5.554888,1.4682333,-3.4208066
-0.681843,5.5000424,1.4574254,-3.3836827
-0.98076946,6.0124526,1.5778849,-3.7436085
-1.016909,6.1561728,1.6084301,-3.8423834
-0.729508,6.276888,1.612495,-3.9108477
-1.4908024,6.155538,1.640506,-3.8635793
-1.2640612,5.890636,1.5733254,-3.6742125
-0.71472275,5.7895346,1.5162394,-3.580821
-0.69956017,6.3086605,1.6166699,-3.930953
-0.5702503,6.574073,1.6597574,-4.1044173
-0.6474376,5.509516,1.456939,-3.3885148
-1.103472,6.352373,1.6526582,-3.9789252
-0.9918803,7.36346,1.8426883,-4.6571226
-1.0020936,5.7474456,1.5275395,-3.5654907
-0.8704393,6.0006227,1.5680761,-3.7305794
-0.62856627,6.477454,1.644836,-4.041784
-0.86676824,5.7126713,1.5115478,-3.5358152
-0.6961809,5.281935,1.4157715,-3.2369409
-0.7419467,6.2924213,1.6163762,-3.9219127
-1.4316926,6.155642,1.6365099,-3.8609524
-0.7866944,5.622937,1.488569,-3.4715192
-0.51028395,6.4943056,1.6400926,-4.0477743
-0.73163706,6.233268,1.6041143,-3.8814664
-0.60174334,6.4850516,1.6444983,-4.045694
-1.1150317,5.5981355,1.5060313,-3.469741
-0.85189486,6.131671,1.5924289,-3.8182955
-0.6121871,6.2280626,1.5949807,-3.872498
-1.0472093,7.062607,1.7876475,-4.4563317
-0.53343946,5.942768,1.5338702,-3.6761036
-0.9707398,7.435404,1.8553131,-4.7047772
-0.92964894,6.4502068,1.6599686,-4.037109
-0.91149676,6.741683,1.7157028,-4.233259
-1.4182806,5.7174807,1.5499618,-3.564232
-0.7299911,6.579289,1.6716309,-4.1152315
-0.85695845,5.78787,1.5255785,-3.5861866
-1.2334721,5.976592,1.5880468,-3.7309055
-0.62598085,6.24564,1.5993533,-3.885006
-0.52365077,5.687462,1.4833066,-3.5031216
-1.0513006,6.5608106,1.6898515,-4.117406
-0.98813134,5.943553,1.564919,-3.6973825
-0.721255,5.950494,1.548142,-3.6898952
-0.48650432,6.800908,1.698401,-4.25389
-0.90863,6.20915,1.6114268,-3.8732443
-0.3976287,5.642188,1.4658952,-3.4667752
-0.98678976,7.2939987,1.8287666,-4.6099486
-1.314558,7.032384,1.7999063,-4.448107
-0.5812202,5.2076197,1.3934355,-3.1814728
-0.6329376,6.3501787,1.6202576,-3.9559708
-0.76450455,6.3723545,1.6335316,-3.9769607
-0.674826,6.730947,1.6975234,-4.2152042
-1.0269003,7.809704,1.9322844,-4.960291
-0.8635141,5.392734,1.4487965,-3.3194542
-1.1603198,7.5396576,1.8885705,-4.7838826
-1.0459821,6.5325356,1.683964,-4.098055
-0.47865403,6.846076,1.7066953,-4.284056
-0.88048244,6.7110376,1.7076061,-4.211134
-0.75114506,6.8607464,1.7280777,-4.306405
-1.0226482,6.833977,1.7412939,-4.3007035
-1.1568347,6.723339,1.7287879,-4.232058
-0.37995964,5.5825396,1.4530365,-3.4256585
-0.31325883,6.0351253,1.5369604,-3.7284708
-0.8425881,6.81111,1.7245898,-4.2770333
-0.74988747,6.551008,1.6674554,-4.0970273
-0.3101678,6.0052032,1.5309021,-3.708109
-1.1669519,6.323917,1.6514099,-3.9625912
-0.5108434,4.7663918,1.3024174,-2.880081
-0.84015894,5.7932973,1.5254979,-3.5890877
-0.70105726,6.4573803,1.6458383,-4.0315256
-0.66811055,5.646043,1.4850273,-3.4817228
-0.78869724,6.556836,1.6712315,-4.102737
-0.6855004,6.067782,1.568636,-3.7675261
-0.5808479,5.5617485,1.4626231,-3.420775
-0.7288517,6.2904024,1.6150918,-3.919951
-1.0178412,6.9478564,1.7632244,-4.3774433
-1.0391241,6.8322635,1.7420785,-4.3002973
-0.90989065,5.5389833,1.4805315,-3.4204051
-0.6777947,5.2254267,1.4034777,-3.1979136
-1.18526,7.1228504,1.8088019,-4.5033436
-0.7187825,5.344356,1.429507,-3.2801561
-0.49736762,5.505018,1.445863,-3.3786275
-0.55813986,5.5325556,1.4553745,-3.4000103
-0.7751338,5.154455,1.3962207,-3.154393
-0.81024516,5.7149954,1.5081615,-3.5348067
-0.7880462,5.239317,1.4136839,-3.2123315
-0.44281486,6.3365498,1.6046755,-3.9380846
